,urn,full_urn,posted_at,text,url,post_type,author,stats,document,pagination_token,media,reshared_post,article,comments,reposts,reshared_post_url,reshared_post_total_reactions,media_type,media_url,article_url,article_title
10,7333952681457188864,urn:li:ugcPost:7333952679833948161,"{'date': '2025-05-29 22:29:37', 'relative': '2 weeks ago • Visible to anyone on or off LinkedIn', 'timestamp': 1748550577511}","Conferences can be overwhelming as f***!
Here’s how to get the most value from them👇🏻

1. Map your plan BEFORE the event
2. Know which ppl you absolutely want to talk with
3. Find brands you can partner with
4. Even if you don’t sell — awareness breeds awareness!
5. Get over your fear — say f*** it — and introduce yourself!

Special shout out to our wonderful interviewees!
-Jake Tlapek @ Finch
-Ian Myers 🌊 @ Oceans
-Eliott Khodari @ Curate to Create Manufacturing

SubSummit - we love you guys!

Christopher George - such an epic event! Thanks man 👊🏻",https://www.linkedin.com/posts/sean-goldfaden_conferences-can-be-overwhelming-as-f-activity-7333952681457188864-DOBn?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 11, 'like': 11, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 1, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQFHI7H1PK8dKw/mp4-720p-30fp-crf28/B56ZcdXcO2G0BU-/0/1748544486770?e=1750968000&v=beta&t=JD9uBBg57I0lGWCOT1jfJGZHm7dBF6Y7USPkq6buYWg'}",,,1,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQFHI7H1PK8dKw/mp4-720p-30fp-crf28/B56ZcdXcO2G0BU-/0/1748544486770?e=1750968000&v=beta&t=JD9uBBg57I0lGWCOT1jfJGZHm7dBF6Y7USPkq6buYWg,,
11,7333925667551461380,urn:li:ugcPost:7333925197080629249,"{'date': '2025-05-29 20:42:16', 'relative': '3 weeks ago • Visible to anyone on or off LinkedIn', 'timestamp': 1748544136894}","If you could go back to the beginning of your career…
What 1 piece of advice would you give yourself?

That’s the question we asked founders & execs at #SubSummit.

We heard from: 
-Kelsey Moburg @ KODIF
-Tabetha Reed @ NPS Media Group
-Natalie Sorge @ NPS Media Group
-Jacob Martorano @ Checkout Champ

Here’s what a few of them said 👇🏻

1. Go with your gut!
2. Keep up with AI!
3. It’s all about Relationships
4. Set up an MRR Model Early

Stay tuned for more from the floor of SubSummit!

❤️",https://www.linkedin.com/posts/sean-goldfaden_subsummit-activity-7333925667551461380-qygl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 19, 'like': 18, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 0, 'comments': 4, 'reposts': 3}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQG4URqrNJ_tyw/mp4-720p-30fp-crf28/B56ZcdWG9AHoBM-/0/1748544128862?e=1750968000&v=beta&t=rFtc5vakxUSetgVRbVr1XbPe7sRBARxWfj7qae0xmjA'}",,,4,3,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQG4URqrNJ_tyw/mp4-720p-30fp-crf28/B56ZcdWG9AHoBM-/0/1748544128862?e=1750968000&v=beta&t=rFtc5vakxUSetgVRbVr1XbPe7sRBARxWfj7qae0xmjA,,
12,7333526874783920130,urn:li:ugcPost:7333524101598265345,"{'date': '2025-05-28 18:17:37', 'relative': '3 weeks ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1748449057289}","Day 1 @ SubSummit!
Almost got arrested flying the drone at Top Golf 😳

(well, maybe not arrested….but I could have been!)

Here’s what went down! 🚀👇🏻

Special shout out to our wonderful Interviewees!

-Christopher George @ SubSummit 
-Mallie Rust @ Favor Delivery
-Aaron Hodges @ Allpack Fulfillment and Assembly
-Anna Gorovoy @ Shaker & Spoon
-Makenzie Williams @ Navan 
-Morgan Hines @ Navan 
-Jeremy Foreshew @ Talkable
-Bevan Cline @ Payarc
-Chris Lee @ NTDTV New Tang Dynasty Television
-Daniel Japa @ Black Thai Labs
-Candace Marquette @ Heirloom Wild

Stay tuned for a new video posted later today!

#SubSummit2025

✌🏻",https://www.linkedin.com/posts/sean-goldfaden_subsummit2025-activity-7333526874783920130-jjzY?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 23, 'like': 18, 'support': 0, 'love': 3, 'insight': 0, 'celebrate': 2, 'comments': 2, 'reposts': 8}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQHAAYKDkZNSxg/mp4-720p-30fp-crf28/B56ZcXpUHHHEBM-/0/1748449042999?e=1750968000&v=beta&t=BrQfn5AOv03or_UQpClUTpf47dj350_HxDGB5ctHRf0'}",,,2,8,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQHAAYKDkZNSxg/mp4-720p-30fp-crf28/B56ZcXpUHHHEBM-/0/1748449042999?e=1750968000&v=beta&t=BrQfn5AOv03or_UQpClUTpf47dj350_HxDGB5ctHRf0,,
13,7333263526037200896,urn:li:ugcPost:7333263326749040641,"{'date': '2025-05-28 00:51:10', 'relative': '3 weeks ago • Visible to anyone on or off LinkedIn', 'timestamp': 1748386270055}","SubSummit — we’re coming for you!
If you like #GuerrillaMarketing …Stay Tuned! 👇🏻

CoEfficient Labs will be documenting the entire trip.

Here’s what you can expect:
-Spotlights
-Recaps
-Man-on-the-Street Interviews
-Tips & Tricks
-Secret Giveaways (🫣)

It’s all coming to you LIVE!

Tomorrow we’ll be dropping knowledge 💣’s.

Smash that ‘Follow’ Button
Hit the ‘👍’ for Good Karma!

Special shout out to:
Christopher George
Louis Ricard
Chris Chambers
Jennifer M. Cline

Thanks for hosting & bringing such a great event to Dallas!

✌🏻",https://www.linkedin.com/posts/sean-goldfaden_guerrillamarketing-activity-7333263526037200896-kdS9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 8, 'like': 7, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 1}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQGqkvj26ttKug/mp4-720p-30fp-crf28/B56ZcT8I79G0BQ-/0/1748386266203?e=1750968000&v=beta&t=WgbTQ75smbbxttc6a4aRGWpqBHGK1jepopPmJmJdgYE'}",,,0,1,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQGqkvj26ttKug/mp4-720p-30fp-crf28/B56ZcT8I79G0BQ-/0/1748386266203?e=1750968000&v=beta&t=WgbTQ75smbbxttc6a4aRGWpqBHGK1jepopPmJmJdgYE,,
14,7331718118395838467,urn:li:activity:7331718118395838467,"{'date': '2025-05-23 18:30:16', 'relative': '3 weeks ago • Visible to anyone on or off LinkedIn', 'timestamp': 1748017816161}","The CoEfficient Labs team is heading to Dallas!

On May 28–30, we will be hitting the ground at #SubSummit 2025 — not just as attendees, but as an official social video team for the conference.

I’ll be rolling with:

📹 Joel DeVries – our ace videographer (and my best friend)

🧠 Ethan Harm – our content strategist who built the entire content game plan

(Not pictured but deeply critical):

🤝 David Courtemarche – my right-hand guy at conferences and the king of first impressions

👨‍💻 Ryan Clancy – our remote editor, grinding through the night so we can post daily content

Together, we’ve spent the past few weeks building a content strategy that delivers real-time interviews, daily social clips, recap reels, and testimonial videos for both CoEfficient Labs and SubSummit.

💡 We’ve learned a lot from previous conferences:

- Post content ASAP after filming
- Selfies and thank you videos unlock real relationships
- Testimonial content is gold for event organizers
- And if you're gonna stand out... bring something rare (wait until you see our custom coins!!)

This trip isn’t just about content. It’s about impact:

✅ We’re aiming to meet 400 people
✅ Drive 30 creative briefs
✅ Win 6 new clients
✅ And help SubSummit tell the story of their community

We’ve never been to SubSummit. We’ve never been to Dallas.

And we’ve never been more ready.

Let’s go!!

-Sean

#SubSummit #ContentStrategy #DTC #Conferences #VideoMarketing #CoEfficientLabs #SubSummit2025 #UGC",https://www.linkedin.com/posts/sean-goldfaden_subsummit-subsummit-contentstrategy-activity-7331718118395838467-i_aX?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 22, 'like': 15, 'support': 0, 'love': 5, 'insight': 0, 'celebrate': 2, 'comments': 0, 'reposts': 1}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQHPNge04OAtTA/feedshare-shrink_2048_1536/B56Zb6nkHMHUAs-/0/1747961400708?e=1753315200&v=beta&t=VdLzvdaMiCG0ppae-J9TT7_YAqykAq-0jD7dsDlBjN8', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQHPNge04OAtTA/feedshare-shrink_2048_1536/B56Zb6nkHMHUAs-/0/1747961400708?e=1753315200&v=beta&t=VdLzvdaMiCG0ppae-J9TT7_YAqykAq-0jD7dsDlBjN8', 'width': 2048, 'height': 1365}]}",,,0,1,,,image,https://media.licdn.com/dms/image/v2/D5622AQHPNge04OAtTA/feedshare-shrink_2048_1536/B56Zb6nkHMHUAs-/0/1747961400708?e=1753315200&v=beta&t=VdLzvdaMiCG0ppae-J9TT7_YAqykAq-0jD7dsDlBjN8,,
15,7330993299920429056,urn:li:ugcPost:7330753445085241346,"{'date': '2025-05-21 18:30:05', 'relative': '0 months ago • Visible to anyone on or off LinkedIn', 'timestamp': 1747845005970}","What do top VCs look for in founders?

Here are Minnie Ingersoll’s top 2 traits:

1. Distance Traveled
- It’s not about where you went to school -- it’s about how far you’ve come.
- Whether you grew up in a refugee camp or bootstrapped your way through tough times, top VCs look for a founder who’s fought to get where they are.

2. History of Excellence
- This one echoes what Marlon C. Nichols calls “repeat exceptionalism.”
- Top founders show up again and again -- excelling in sports, school, startups, or life.
- Not one time wins. Patterns of performance.

VCs: What traits do you look for in founders you back?

→ Check out the full podcast in the comments!

#startup #founder #podcast #venturecapital #investor #investment #entrepreneur",https://www.linkedin.com/posts/sean-goldfaden_startup-founder-podcast-activity-7330993299920429056-lEZh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 5, 'like': 4, 'support': 0, 'love': 0, 'insight': 1, 'celebrate': 0, 'comments': 1, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQHR6I7kHBqqdg/mp4-720p-30fp-crf28/B56ZbwRasmG4BQ-/0/1747787835824?e=1750968000&v=beta&t=6O8EkY-RF30Pa2SvsJ4bDph1h3NYyQm3rIZCNbD188I', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQHR6I7kHBqqdg/videocover-high/B56ZbwRasmG4Bs-/0/1747787828151?e=1750968000&v=beta&t=KeUL0gb5gLjRuGcv39KaEmYD3Aowp2vZR-0koCx_fMM'}",,,1,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQHR6I7kHBqqdg/mp4-720p-30fp-crf28/B56ZbwRasmG4BQ-/0/1747787835824?e=1750968000&v=beta&t=6O8EkY-RF30Pa2SvsJ4bDph1h3NYyQm3rIZCNbD188I,,
16,7330268553973039104,urn:li:activity:7330268553973039104,"{'date': '2025-05-19 18:30:13', 'relative': '1 month ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1747672213071}","VC FRIENDS -- Want to raise from LPs? 
You need to hear what Minnie Ingersoll shared 👇🏻

The rise of LP sharing was just one of many hot topics we covered in the latest episode:

-  How Minnie built her brand without a single blog post
-  What separates great founders from the rest
-  The unexpected advantage younger VCs have 
-  Why ""being in the room where it happens"" is Minnie’s personal career philosophy

If you're an aspiring investor, fund manager, or founder navigating today's market -- don’t miss this one!!

→ Check the comments to get the link!

Big thanks to TenOneTen Ventures and Minnie Ingersoll!

#venturecapital #founders #startups #fundraising #LPsharing #VCinsights #DemoDayPodcast #coefficientlabs #earlystageinvesting #tenonetenventures",https://www.linkedin.com/posts/sean-goldfaden_venturecapital-founders-startups-activity-7330268553973039104-rMvL?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 96, 'like': 82, 'support': 4, 'love': 4, 'insight': 0, 'celebrate': 6, 'comments': 7, 'reposts': 3}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQFTNlbS2cJ8lw/feedshare-shrink_2048_1536/B56Zba_D42HgAs-/0/1747430688053?e=1753315200&v=beta&t=_vutEtnf5qkLV1Al8Lr3X_EaKbxo4cRH1vqt3Ag7vik', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQFTNlbS2cJ8lw/feedshare-shrink_2048_1536/B56Zba_D42HgAs-/0/1747430688053?e=1753315200&v=beta&t=_vutEtnf5qkLV1Al8Lr3X_EaKbxo4cRH1vqt3Ag7vik', 'width': 1536, 'height': 1536}]}",,,7,3,,,image,https://media.licdn.com/dms/image/v2/D5622AQFTNlbS2cJ8lw/feedshare-shrink_2048_1536/B56Zba_D42HgAs-/0/1747430688053?e=1753315200&v=beta&t=_vutEtnf5qkLV1Al8Lr3X_EaKbxo4cRH1vqt3Ag7vik,,
17,7329173852154945536,urn:li:ugcPost:7328899671492296704,"{'date': '2025-05-16 18:00:15', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1747411215819}","I recently came across an article written by Bert Marissen that caught my attention.

The way TBWA\Chiat\Day turned mascots into influencers is exactly the kind of thinking we try to bring to every UGC campaign we make at CoEfficient Labs.

They didn’t rely on celebrity cameos or one-off gimmicks.

They worked with what they had and made it unforgettable.

That’s a creative advantage most brands overlook.

At CoEfficient Labs, we work with actors instead of influencers for the same reasons:

→ More control
→ More scale
→ More brand consistency

It’s not about who is in the video.

It’s about how the story hits - and where it shows up.

Special shoutout to Bert Marissen for breaking down the campaign in this article:
👉 https://lnkd.in/gYKvYYCp

My key takeaways:

- Familiarity drives engagement - not fame
- Distribute before you debut
- Build a world - not just a spot

Credit to the amazing team at TBWA\Chiat\Day:

Bert Marissen Janni Widerholm Ben Myers Sarah Krass Erin Riley Courtney Nelson

#Advertising #AdCampaign #DigitalMarketing #ContentMarketing",https://www.linkedin.com/posts/sean-goldfaden_how-instacart-won-the-super-bowl-without-activity-7329173852154945536-X6u1?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 6, 'like': 6, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 1, 'reposts': 0}","{'title': 'How Instacart Won The Super Bowl Without a Celebrity', 'page_count': 14, 'url': 'https://media.licdn.com/dms/document/media/v2/D561FAQFAVbE-KbzUqA/feedshare-document-url-metadata-scrapper-pdf/B56ZbV6SWIGgA0-/0/1747345561067?e=1750968000&v=beta&t=ODvPmteMqNsxZunS_zO_UCipEe-NcfoLuQnjQO12vsE', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D561FAQFAVbE-KbzUqA/feedshare-document-cover-images_1920/B56ZbV6SWIGgAw-/0/1747345616311?e=1750968000&v=beta&t=K-TdFfRHomKbzC_haT8KKBGIGRt7gCaXvh08jLU87bQ'}",dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,,,,1,0,,,,,,
18,7328449072141398016,urn:li:ugcPost:7328216679614758915,"{'date': '2025-05-14 18:00:14', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1747238414798}","In 2022, we made a big move at CoEfficient Labs.

Paid acquisition had always been our foundation...

But we started experimenting with something new: UGC video bundles.

At the time, #UGC was a small part of what we offered.

→ But the more we leaned in, the more it took off.

Today -- UGC bundles are what we’re best known for.

That shift didn’t happen overnight.

It wasn’t even our original intention.

It came from listening to our clients.

They told us what was working.

They told us what they wanted more of.

And we adjusted.

That’s why this clip with Jeff Bocan of Okapi Venture Capital hit home.

Jeff’s advice: Start with conviction - but hold it lightly.

Because the business you think you’re building…

Might just lead you to something bigger.

The best companies stay flexible.

They listen.

They evolve.

Not with a complete pivot —

But with a slight turn in the right direction.

👇 Watch the full podcast here:
https://lnkd.in/gvtBwR9K

Leave a →LIKE if you enjoyed!

#startups #venturecapital #founder #leadership #digitalmarketing #paidacquisition #growthmarketing",https://www.linkedin.com/posts/sean-goldfaden_ugc-startups-venturecapital-activity-7328449072141398016-7UQZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 3, 'like': 3, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D4E05AQH1ekAxYY6itg/mp4-720p-30fp-crf28/B4EZbMOPfFHIBU-/0/1747183044418?e=1750968000&v=beta&t=YjoAHooBGEINHbY5B2O5_cjWucCDDEHcF6CHQhFEwc8', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D4E05AQH1ekAxYY6itg/videocover-high/B4EZbMOPfFHIBw-/0/1747183025690?e=1750968000&v=beta&t=ktEZadlpYNIYkoDG_AgAcy5TI3FAGa09M23JtvVOc2I'}",,,0,0,,,video,https://dms.licdn.com/playlist/vid/v2/D4E05AQH1ekAxYY6itg/mp4-720p-30fp-crf28/B4EZbMOPfFHIBU-/0/1747183044418?e=1750968000&v=beta&t=YjoAHooBGEINHbY5B2O5_cjWucCDDEHcF6CHQhFEwc8,,
19,7327724284137693185,urn:li:ugcPost:7326770267983089664,"{'date': '2025-05-12 18:00:11', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1747065611872}","Bad news is unavoidable in business.

Here’s Jeff Bocan's 3-step method for handling it 👇

1. Communicate early
- ""People fill the void — and usually not in your favor.”
- Silence creates doubt. Say it early.

2. Have a clear plan
- ""Even if you don’t know it’s right, lay out a plan.”
- Direction > Perfection.

3. Check in frequently
- ""I’ll follow up in two or three weeks…”
- Momentum comes from updates, not miracles.

And if you're stuck — ask for help.

Jeff reminds us: being open invites collaboration, not criticism.

👇 Watch the full clip with Jeff Bocan (Partner at Okapi Venture Capital)

Leave a →LIKE if you enjoyed!

#founder #venturecapital #leadership #startups #business #entrepreneur",https://www.linkedin.com/posts/sean-goldfaden_founder-venturecapital-leadership-activity-7327724284137693185-64fK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 3, 'like': 3, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 0, 'comments': 0, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQFZfnViOiN00w/mp4-720p-30fp-crf28/B56Za3qvSFHgBU-/0/1746838183484?e=1750968000&v=beta&t=E0juEhjhkJXbLb8kETD1aYGu7cBNL59K_AeXGpD3yH8', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQFZfnViOiN00w/videocover-high/B56Za3qvSFHgBw-/0/1746838174924?e=1750968000&v=beta&t=ZEvgeQxtf8mf5KILeUqev8Z5KzzNnLN-FjIe1IpJfK4'}",,,0,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQFZfnViOiN00w/mp4-720p-30fp-crf28/B56Za3qvSFHgBU-/0/1746838183484?e=1750968000&v=beta&t=E0juEhjhkJXbLb8kETD1aYGu7cBNL59K_AeXGpD3yH8,,
20,7326984382609612800,urn:li:ugcPost:7326767598673498112,"{'date': '2025-05-10 17:00:05', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746889205601}","Why would an agency make a #free ad for a company?

Let me explain 👇

At CoEfficient Labs, we’re not waiting around for the perfect brief.

If there’s a brand we love — we build the opportunity.

And that’s exactly what we did with Banza.

No contract. No approval. No “go ahead.”

Just a team of scrappy creatives with a camera, a plan, and a whole lot of chickpea pasta. (LOL)

They say “luck is when preparation meets opportunity.”

🧠 This is what our preparation looks like.

Leave a →LIKE if you enjoyed!

#ugcads #specwork #behindthescenes #startuplife #founder #adagency",https://www.linkedin.com/posts/sean-goldfaden_free-ugcads-specwork-activity-7326984382609612800-Glv4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 9, 'like': 7, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 1, 'comments': 1, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQECVzWqACDEPw/mp4-720p-30fp-crf28/B56Za3oT47HgBU-/0/1746837694651?e=1750968000&v=beta&t=suXhiQ8SYZhmrKwudO6hVf5AHAVNELRZCEZMgmO68VE'}",,,1,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQECVzWqACDEPw/mp4-720p-30fp-crf28/B56Za3oT47HgBU-/0/1746837694651?e=1750968000&v=beta&t=suXhiQ8SYZhmrKwudO6hVf5AHAVNELRZCEZMgmO68VE,,
21,7326610678176198656,urn:li:ugcPost:7326413630629892097,"{'date': '2025-05-09 16:15:07', 'relative': '1 month ago • Visible to anyone on or off LinkedIn', 'timestamp': 1746800107521}","We made a FREE ad for Banza.
The Campaign 👉🏻 ""All Your Favorite Dishes""
Brian & Nicole - Let's work together! ⬇️

Why we made it: Banza is the best brand ever.

My family eats it almost every night.

Our team eats it almost every day.

If you're going to make a Spec Ad...

At least make it for a brand you love 😉 

Hope you enjoy 🍝

*p.s. -- want to see the behind-the-scenes...

Stay tuned for tomorrow's post!!!!",https://www.linkedin.com/posts/sean-goldfaden_we-made-a-free-ad-for-banza-the-campaign-activity-7326610678176198656-zVy-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFv3Dr4BN8nSB5ZtHec3sqR14h9Sg79shsQ,regular,Sean Goldfaden,"{'total_reactions': 7, 'like': 6, 'support': 0, 'love': 0, 'insight': 0, 'celebrate': 1, 'comments': 0, 'reposts': 0}",,dXJuOmxpOmFjdGl2aXR5OjY5OTc5NzQ4MTk2NjUyODUxMjAtMTY2ODQ0NzIxMzA3Mw==,"{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQFtCRcSin6Wdw/mp4-720p-30fp-crf28/B56ZaymYQXGkBY-/0/1746753146435?e=1750968000&v=beta&t=5K9UfxrTV55VC6lKXsXvHVDHMbDatBrVDuDqD1MSjoI'}",,,0,0,,,video,https://dms.licdn.com/playlist/vid/v2/D5605AQFtCRcSin6Wdw/mp4-720p-30fp-crf28/B56ZaymYQXGkBY-/0/1746753146435?e=1750968000&v=beta&t=5K9UfxrTV55VC6lKXsXvHVDHMbDatBrVDuDqD1MSjoI,,
